,성별,연령,키,몸무게,학업성적,경제상태,건강인지,운동일수,스트레스인지,피로회복정도,음주경험,흡연경험,주중_인터넷이용시간,주말_인터넷이용시간
28786,2.0,13.0,160.0,43.0,1.0,2.0,1.0,6.0,3.0,4.0,1.0,1.0,0.0,0.0
28787,2.0,12.0,155.0,48.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,60.0,0.0
28788,2.0,12.0,153.0,42.0,3.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,30.0,30.0
28789,2.0,13.0,147.0,36.0,4.0,4.0,2.0,1.0,4.0,2.0,1.0,1.0,180.0,240.0
28790,2.0,12.0,154.8,43.0,3.0,2.0,3.0,2.0,2.0,4.0,1.0,1.0,90.0,0.0
28791,2.0,12.0,155.0,50.0,3.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,180.0,300.0
28792,2.0,13.0,155.0,39.5,4.0,3.0,1.0,8.0,3.0,4.0,1.0,1.0,180.0,300.0
28793,1.0,12.0,168.0,50.0,3.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,0.0,0.0
28794,2.0,12.0,162.0,41.0,5.0,3.0,3.0,4.0,3.0,5.0,2.0,1.0,190.0,370.0
28795,1.0,12.0,160.0,65.0,3.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,240.0,120.0
28796,1.0,12.0,175.0,65.0,4.0,3.0,2.0,8.0,2.0,2.0,1.0,1.0,120.0,180.0
28797,1.0,12.0,166.8,54.0,2.0,4.0,1.0,7.0,3.0,3.0,1.0,1.0,180.0,530.0
28798,2.0,14.0,155.1,40.0,4.0,3.0,1.0,2.0,4.0,5.0,1.0,1.0,240.0,360.0
28799,2.0,13.0,158.0,47.0,4.0,3.0,2.0,6.0,1.0,5.0,1.0,1.0,600.0,600.0
28800,2.0,13.0,163.0,56.0,4.0,4.0,3.0,4.0,1.0,5.0,1.0,1.0,180.0,240.0
28801,2.0,14.0,161.0,41.0,3.0,3.0,2.0,8.0,3.0,4.0,1.0,1.0,0.0,0.0
28802,2.0,13.0,164.0,48.0,2.0,3.0,2.0,5.0,3.0,4.0,1.0,1.0,60.0,180.0
28803,2.0,13.0,165.0,45.0,2.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0
28804,2.0,14.0,153.7,43.0,3.0,3.0,3.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0
28805,2.0,14.0,150.0,47.0,1.0,2.0,2.0,5.0,2.0,5.0,2.0,1.0,120.0,120.0
28806,2.0,13.0,148.0,41.0,2.0,1.0,1.0,4.0,4.0,2.0,1.0,1.0,60.0,120.0
28807,1.0,14.0,162.4,50.0,2.0,2.0,1.0,2.0,4.0,4.0,1.0,1.0,0.0,0.0
28808,1.0,13.0,172.0,53.0,3.0,3.0,3.0,1.0,3.0,5.0,1.0,1.0,0.0,0.0
28809,1.0,13.0,169.5,48.7,4.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,240.0,180.0
28810,1.0,13.0,169.7,71.0,1.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,180.0,240.0
28811,1.0,13.0,167.0,47.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,60.0,300.0
28812,1.0,14.0,160.0,47.0,4.0,3.0,2.0,7.0,5.0,4.0,1.0,1.0,70.0,130.0
28813,1.0,13.0,160.0,40.2,4.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,180.0,480.0
28814,1.0,13.0,172.0,65.0,4.0,3.0,1.0,6.0,3.0,2.0,1.0,1.0,180.0,300.0
28815,1.0,13.0,162.0,58.0,2.0,3.0,2.0,3.0,2.0,4.0,1.0,1.0,0.0,120.0
28816,1.0,13.0,165.0,55.0,2.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,600.0,600.0
28817,2.0,13.0,157.5,48.0,4.0,3.0,4.0,1.0,2.0,5.0,1.0,1.0,300.0,600.0
28818,1.0,13.0,161.0,48.0,2.0,3.0,3.0,1.0,3.0,3.0,1.0,1.0,0.0,120.0
28819,1.0,14.0,174.0,59.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,60.0,180.0
28820,1.0,14.0,165.0,55.0,5.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,70.0,0.0
28821,1.0,13.0,165.0,53.0,1.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,180.0,540.0
28822,2.0,14.0,164.8,53.0,3.0,3.0,3.0,5.0,2.0,4.0,1.0,1.0,240.0,600.0
28823,2.0,13.0,155.0,37.0,2.0,2.0,2.0,3.0,3.0,4.0,1.0,1.0,120.0,180.0
28824,2.0,14.0,163.0,55.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,120.0,240.0
28825,2.0,15.0,175.0,56.0,4.0,3.0,2.0,3.0,3.0,2.0,1.0,1.0,60.0,180.0
28826,1.0,14.0,174.0,58.0,2.0,3.0,1.0,7.0,2.0,2.0,2.0,1.0,60.0,0.0
28827,1.0,14.0,172.0,67.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,1.0,120.0,120.0
28828,2.0,15.0,160.0,47.5,2.0,2.0,2.0,3.0,3.0,2.0,1.0,2.0,20.0,60.0
28829,1.0,14.0,161.0,60.0,4.0,3.0,2.0,4.0,3.0,3.0,2.0,2.0,180.0,120.0
28830,1.0,15.0,168.8,56.6,3.0,2.0,1.0,3.0,4.0,3.0,2.0,2.0,20.0,30.0
28831,2.0,15.0,163.0,59.0,5.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0
28832,1.0,14.0,165.0,45.0,3.0,3.0,2.0,3.0,4.0,4.0,1.0,1.0,0.0,0.0
28833,1.0,15.0,170.0,53.0,3.0,1.0,2.0,1.0,3.0,4.0,1.0,1.0,60.0,120.0
28834,1.0,15.0,170.0,77.5,1.0,2.0,1.0,3.0,4.0,2.0,1.0,1.0,20.0,30.0
28835,1.0,14.0,174.0,80.0,4.0,2.0,2.0,5.0,2.0,1.0,2.0,1.0,390.0,600.0
28836,2.0,15.0,159.8,43.0,3.0,3.0,4.0,3.0,3.0,1.0,2.0,1.0,120.0,120.0
28837,2.0,14.0,163.0,58.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,0.0,0.0
28838,2.0,15.0,160.0,53.0,1.0,1.0,1.0,8.0,3.0,3.0,2.0,1.0,600.0,10.0
28839,2.0,14.0,164.0,62.0,2.0,2.0,3.0,1.0,2.0,5.0,1.0,1.0,120.0,180.0
28840,2.0,15.0,158.0,51.0,4.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,120.0,190.0
28841,2.0,14.0,163.0,55.0,3.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,180.0,300.0
28842,2.0,15.0,162.6,57.0,1.0,2.0,3.0,1.0,3.0,5.0,1.0,1.0,300.0,240.0
28843,2.0,15.0,158.0,50.0,1.0,2.0,3.0,1.0,4.0,4.0,2.0,1.0,60.0,0.0
28844,2.0,14.0,159.7,45.0,2.0,2.0,1.0,7.0,2.0,5.0,1.0,1.0,210.0,230.0
28845,2.0,14.0,159.0,50.0,2.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,120.0,60.0
28846,2.0,14.0,160.0,50.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,1.0,300.0,420.0
28847,1.0,15.0,176.4,56.0,3.0,3.0,2.0,3.0,4.0,1.0,1.0,1.0,120.0,120.0
28848,1.0,14.0,170.0,70.0,4.0,3.0,2.0,1.0,3.0,1.0,2.0,1.0,120.0,240.0
28849,1.0,14.0,166.0,69.0,2.0,2.0,3.0,3.0,4.0,3.0,1.0,1.0,30.0,120.0
28850,1.0,14.0,170.0,63.0,3.0,1.0,1.0,3.0,4.0,3.0,1.0,1.0,60.0,180.0
28851,1.0,13.0,164.2,71.0,2.0,4.0,3.0,2.0,1.0,4.0,1.0,1.0,190.0,600.0
28852,1.0,13.0,168.0,73.0,2.0,3.0,3.0,6.0,3.0,2.0,1.0,1.0,120.0,240.0
28853,1.0,13.0,179.0,60.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,1.0,180.0,300.0
28854,1.0,12.0,165.9,51.5,3.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
28855,1.0,12.0,152.0,59.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,60.0,140.0
28856,2.0,12.0,153.3,41.8,2.0,4.0,3.0,1.0,2.0,4.0,1.0,1.0,320.0,450.0
28857,2.0,12.0,154.0,38.0,2.0,3.0,2.0,6.0,2.0,5.0,1.0,1.0,20.0,0.0
28858,2.0,12.0,163.5,49.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,0.0,70.0
28859,2.0,13.0,162.0,69.0,2.0,3.0,2.0,2.0,2.0,4.0,2.0,1.0,120.0,240.0
28860,2.0,13.0,158.5,48.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,2.0,0.0,0.0
28861,1.0,12.0,153.0,34.0,1.0,1.0,2.0,4.0,2.0,5.0,1.0,1.0,200.0,70.0
28862,2.0,12.0,169.0,43.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,2.0,180.0,360.0
28863,1.0,13.0,166.4,55.0,3.0,3.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0
28864,2.0,13.0,157.0,54.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,0.0,0.0
28865,2.0,12.0,140.0,34.0,4.0,3.0,2.0,3.0,2.0,4.0,2.0,1.0,120.0,180.0
28866,1.0,12.0,153.0,54.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,210.0,470.0
28867,1.0,12.0,159.5,51.0,3.0,3.0,2.0,2.0,2.0,3.0,1.0,1.0,600.0,600.0
28868,1.0,12.0,162.0,47.0,2.0,2.0,3.0,6.0,2.0,3.0,1.0,1.0,120.0,120.0
28869,1.0,13.0,159.9,60.0,3.0,2.0,2.0,5.0,3.0,1.0,1.0,1.0,180.0,360.0
28870,2.0,12.0,157.3,46.7,1.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,210.0,270.0
28871,2.0,13.0,157.8,52.0,1.0,1.0,1.0,2.0,5.0,5.0,1.0,1.0,180.0,180.0
28872,2.0,12.0,160.3,47.0,4.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,330.0,450.0
28873,2.0,13.0,159.0,39.5,2.0,2.0,2.0,1.0,3.0,5.0,1.0,1.0,120.0,240.0
28874,1.0,13.0,177.0,55.0,1.0,1.0,1.0,3.0,3.0,4.0,1.0,1.0,0.0,0.0
28875,2.0,12.0,165.0,50.0,4.0,2.0,1.0,3.0,2.0,4.0,2.0,2.0,240.0,360.0
28876,2.0,13.0,160.1,43.0,3.0,2.0,3.0,3.0,2.0,4.0,1.0,1.0,240.0,320.0
28877,2.0,12.0,148.0,32.0,4.0,2.0,3.0,1.0,3.0,4.0,1.0,1.0,0.0,0.0
28878,1.0,12.0,162.9,44.0,5.0,3.0,2.0,6.0,2.0,5.0,2.0,2.0,120.0,180.0
28879,1.0,14.0,170.0,65.3,1.0,4.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,0.0
28880,1.0,13.0,163.0,44.0,3.0,2.0,3.0,4.0,3.0,5.0,1.0,1.0,300.0,420.0
28881,1.0,14.0,171.8,71.5,2.0,1.0,1.0,6.0,4.0,4.0,1.0,1.0,140.0,60.0
28882,2.0,14.0,162.0,49.0,1.0,3.0,2.0,1.0,3.0,4.0,2.0,1.0,40.0,30.0
28883,2.0,14.0,161.0,47.0,2.0,3.0,1.0,8.0,1.0,5.0,1.0,1.0,120.0,300.0
28884,2.0,14.0,154.2,51.8,2.0,2.0,3.0,2.0,1.0,3.0,1.0,1.0,200.0,600.0
28885,2.0,13.0,155.0,49.0,2.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,30.0,0.0
28886,1.0,14.0,165.5,54.0,3.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,120.0,300.0
28887,1.0,13.0,166.0,50.0,3.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,180.0,300.0
28888,1.0,13.0,172.0,57.0,4.0,3.0,2.0,6.0,1.0,5.0,1.0,1.0,0.0,0.0
28889,2.0,14.0,158.0,45.0,2.0,2.0,1.0,5.0,4.0,2.0,1.0,1.0,90.0,120.0
28890,2.0,13.0,154.0,41.0,4.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,120.0,240.0
28891,2.0,13.0,155.0,46.0,3.0,3.0,2.0,5.0,3.0,2.0,2.0,1.0,30.0,0.0
28892,1.0,14.0,159.0,55.0,2.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,0.0,120.0
28893,1.0,14.0,160.0,45.0,3.0,3.0,2.0,3.0,3.0,3.0,2.0,1.0,600.0,600.0
28894,1.0,14.0,178.7,66.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,390.0
28895,2.0,14.0,163.0,46.7,2.0,3.0,4.0,4.0,2.0,5.0,1.0,1.0,0.0,0.0
28896,2.0,14.0,163.0,43.0,3.0,2.0,3.0,1.0,3.0,3.0,2.0,1.0,420.0,600.0
28897,2.0,14.0,161.7,43.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,150.0,240.0
28898,2.0,14.0,163.6,54.0,2.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,240.0,600.0
28899,2.0,14.0,154.0,37.0,4.0,2.0,1.0,4.0,4.0,2.0,1.0,1.0,240.0,360.0
28900,2.0,13.0,164.0,64.0,3.0,1.0,3.0,5.0,2.0,4.0,1.0,1.0,0.0,0.0
28901,2.0,13.0,158.0,42.0,3.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,240.0,420.0
28902,2.0,13.0,164.0,51.0,4.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,90.0,600.0
28903,2.0,14.0,150.7,40.4,4.0,3.0,2.0,6.0,2.0,4.0,2.0,2.0,270.0,360.0
28904,2.0,14.0,162.3,59.0,4.0,2.0,2.0,1.0,3.0,4.0,1.0,2.0,240.0,420.0
28905,2.0,15.0,155.0,40.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,120.0,180.0
28906,2.0,15.0,165.0,49.0,2.0,4.0,3.0,5.0,4.0,3.0,2.0,1.0,120.0,180.0
28907,2.0,15.0,165.0,80.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,20.0,0.0
28908,2.0,14.0,159.0,49.7,4.0,3.0,2.0,1.0,2.0,3.0,2.0,1.0,120.0,60.0
28909,1.0,14.0,172.1,93.0,4.0,3.0,4.0,4.0,2.0,3.0,2.0,1.0,90.0,150.0
28910,2.0,14.0,164.0,60.0,2.0,2.0,2.0,1.0,4.0,4.0,2.0,1.0,120.0,240.0
28911,2.0,14.0,162.0,57.0,2.0,2.0,2.0,3.0,3.0,2.0,1.0,1.0,240.0,380.0
28912,1.0,14.0,181.0,69.0,5.0,3.0,2.0,7.0,3.0,2.0,2.0,2.0,120.0,360.0
28913,1.0,14.0,164.0,73.0,5.0,3.0,2.0,3.0,4.0,3.0,2.0,2.0,180.0,120.0
28914,2.0,14.0,156.0,43.0,4.0,2.0,3.0,1.0,3.0,2.0,2.0,1.0,0.0,0.0
28915,2.0,14.0,159.7,48.2,3.0,3.0,2.0,7.0,2.0,4.0,1.0,1.0,240.0,300.0
28916,2.0,15.0,165.0,51.0,2.0,3.0,2.0,1.0,3.0,4.0,2.0,2.0,600.0,600.0
28917,2.0,15.0,153.0,46.0,5.0,3.0,3.0,2.0,2.0,4.0,2.0,2.0,600.0,600.0
28918,2.0,14.0,155.0,43.0,3.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,240.0,420.0
28919,1.0,15.0,164.0,64.0,1.0,3.0,3.0,6.0,2.0,4.0,2.0,2.0,180.0,300.0
28920,1.0,15.0,175.0,74.0,5.0,1.0,2.0,3.0,3.0,3.0,2.0,2.0,600.0,600.0
28921,1.0,14.0,172.7,55.0,3.0,3.0,1.0,3.0,5.0,1.0,2.0,1.0,470.0,600.0
28922,1.0,15.0,170.0,45.0,2.0,3.0,2.0,4.0,1.0,4.0,2.0,1.0,180.0,300.0
28923,1.0,15.0,166.0,56.0,3.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,240.0,240.0
28924,1.0,15.0,169.2,58.3,2.0,2.0,1.0,4.0,4.0,4.0,2.0,2.0,90.0,360.0
28925,1.0,14.0,171.0,60.0,3.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,180.0,510.0
28926,1.0,14.0,176.0,56.0,1.0,3.0,2.0,3.0,3.0,4.0,1.0,1.0,220.0,510.0
28927,1.0,14.0,160.0,65.0,5.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,240.0,480.0
28928,1.0,15.0,179.0,67.0,3.0,3.0,3.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0
28929,2.0,15.0,162.9,49.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,2.0,330.0,600.0
28930,2.0,14.0,159.0,49.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,0.0
28931,2.0,15.0,161.0,50.0,4.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,180.0,240.0
28932,2.0,15.0,154.0,54.0,4.0,3.0,1.0,4.0,3.0,5.0,1.0,1.0,120.0,240.0
28933,2.0,13.0,158.0,40.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,200.0,240.0
28934,2.0,13.0,161.0,53.0,2.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,60.0,60.0
28935,2.0,12.0,154.5,35.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,180.0,180.0
28936,1.0,13.0,167.0,55.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,60.0,60.0
28937,1.0,13.0,173.0,93.0,3.0,2.0,1.0,6.0,4.0,1.0,1.0,1.0,30.0,0.0
28938,1.0,13.0,171.0,51.0,2.0,2.0,1.0,8.0,4.0,1.0,1.0,1.0,60.0,240.0
28939,1.0,12.0,152.0,44.0,1.0,1.0,2.0,3.0,3.0,4.0,2.0,1.0,10.0,20.0
28940,1.0,13.0,160.5,40.0,3.0,2.0,3.0,1.0,4.0,3.0,1.0,1.0,60.0,360.0
28941,2.0,13.0,159.0,49.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,180.0,300.0
28942,2.0,12.0,165.0,45.0,2.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,120.0,300.0
28943,2.0,12.0,156.2,44.0,1.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,120.0,240.0
28944,2.0,13.0,163.0,53.0,1.0,2.0,1.0,8.0,4.0,4.0,1.0,1.0,120.0,210.0
28945,1.0,13.0,168.0,75.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,40.0,120.0
28946,2.0,13.0,157.9,54.6,3.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,60.0,120.0
28947,1.0,13.0,145.0,42.4,2.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,60.0,120.0
28948,1.0,13.0,163.9,75.9,5.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,200.0,340.0
28949,2.0,13.0,162.0,49.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,90.0,120.0
28950,1.0,13.0,154.0,45.5,1.0,1.0,3.0,4.0,3.0,5.0,1.0,1.0,0.0,420.0
28951,1.0,13.0,160.0,47.0,2.0,4.0,1.0,2.0,3.0,3.0,1.0,1.0,430.0,480.0
28952,1.0,13.0,168.8,62.5,1.0,2.0,2.0,6.0,2.0,4.0,1.0,1.0,0.0,120.0
28953,1.0,12.0,152.0,55.0,4.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,180.0,60.0
28954,1.0,13.0,160.1,56.0,1.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,0.0,0.0
28955,2.0,12.0,156.0,45.0,3.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,120.0,180.0
28956,2.0,12.0,155.0,51.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,120.0,300.0
28957,1.0,12.0,146.0,41.0,4.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,0.0,10.0
28958,1.0,13.0,153.3,41.9,3.0,3.0,4.0,4.0,3.0,3.0,1.0,1.0,60.0,240.0
28959,2.0,13.0,150.0,40.0,5.0,2.0,2.0,6.0,4.0,2.0,1.0,1.0,60.0,240.0
28960,2.0,12.0,155.0,38.0,2.0,1.0,2.0,6.0,4.0,2.0,1.0,1.0,30.0,60.0
28961,1.0,12.0,167.0,58.0,4.0,2.0,2.0,4.0,1.0,4.0,1.0,1.0,60.0,120.0
28962,1.0,13.0,161.0,45.0,2.0,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,60.0
28963,1.0,13.0,162.9,49.2,4.0,3.0,2.0,8.0,4.0,2.0,2.0,1.0,30.0,30.0
28964,1.0,12.0,162.0,48.3,2.0,2.0,2.0,4.0,2.0,4.0,1.0,1.0,90.0,180.0
28965,1.0,12.0,160.0,38.9,2.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,40.0,90.0
28966,1.0,13.0,172.0,63.0,3.0,2.0,1.0,8.0,3.0,4.0,1.0,1.0,180.0,360.0
28967,2.0,14.0,168.0,46.0,2.0,3.0,3.0,1.0,2.0,5.0,2.0,2.0,240.0,240.0
28968,1.0,14.0,163.0,45.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,600.0,600.0
28969,1.0,14.0,180.0,68.2,4.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,80.0,240.0
28970,2.0,13.0,168.0,65.0,4.0,3.0,2.0,1.0,1.0,2.0,1.0,1.0,60.0,60.0
28971,1.0,14.0,175.0,58.0,2.0,2.0,1.0,4.0,4.0,2.0,2.0,1.0,30.0,90.0
28972,1.0,14.0,171.0,65.0,1.0,1.0,2.0,1.0,4.0,3.0,1.0,1.0,120.0,240.0
28973,2.0,14.0,166.0,60.0,3.0,3.0,3.0,4.0,3.0,4.0,1.0,1.0,0.0,0.0
28974,2.0,13.0,156.0,59.0,4.0,3.0,2.0,4.0,4.0,4.0,1.0,1.0,180.0,300.0
28975,2.0,13.0,158.0,56.0,4.0,3.0,3.0,4.0,4.0,4.0,1.0,1.0,60.0,60.0
28976,1.0,14.0,170.0,68.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,60.0,60.0
28977,2.0,13.0,166.0,45.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,180.0,420.0
28978,1.0,14.0,173.2,59.3,2.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,120.0,120.0
28979,1.0,14.0,170.2,50.0,1.0,2.0,2.0,5.0,2.0,5.0,1.0,1.0,60.0,120.0
28980,2.0,14.0,159.3,43.0,1.0,4.0,2.0,3.0,2.0,5.0,1.0,1.0,40.0,0.0
28981,2.0,14.0,154.0,43.0,2.0,1.0,2.0,5.0,2.0,3.0,1.0,1.0,80.0,130.0
28982,2.0,14.0,165.1,44.8,1.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,30.0,0.0
28983,2.0,14.0,159.0,44.5,2.0,1.0,2.0,4.0,2.0,3.0,1.0,1.0,150.0,180.0
28984,1.0,13.0,171.0,70.0,3.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,60.0,150.0
28985,2.0,14.0,158.5,47.5,3.0,2.0,2.0,2.0,2.0,3.0,1.0,1.0,180.0,240.0
28986,1.0,13.0,166.0,42.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,180.0,300.0
28987,2.0,13.0,154.0,49.0,3.0,3.0,2.0,1.0,3.0,4.0,1.0,1.0,40.0,0.0
28988,1.0,14.0,168.0,65.5,4.0,3.0,2.0,3.0,3.0,3.0,1.0,1.0,180.0,240.0
28989,1.0,13.0,167.1,54.0,3.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,120.0,300.0
28990,2.0,13.0,156.0,43.0,2.0,2.0,2.0,2.0,1.0,5.0,1.0,1.0,120.0,120.0
28991,2.0,14.0,158.0,55.0,4.0,2.0,3.0,8.0,3.0,3.0,1.0,1.0,240.0,370.0
28992,2.0,14.0,165.0,50.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,70.0,120.0
28993,1.0,14.0,182.0,84.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,1.0,120.0,300.0
28994,1.0,13.0,165.0,50.0,5.0,5.0,1.0,8.0,1.0,5.0,2.0,2.0,180.0,120.0
28995,1.0,14.0,161.0,48.0,2.0,2.0,2.0,4.0,1.0,5.0,2.0,1.0,0.0,60.0
28996,1.0,12.0,168.5,58.0,3.0,3.0,2.0,4.0,2.0,5.0,1.0,1.0,120.0,270.0
28997,2.0,15.0,173.8,59.1,1.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,300.0,420.0
28998,1.0,15.0,174.0,80.0,3.0,2.0,2.0,4.0,4.0,4.0,1.0,1.0,120.0,300.0
28999,1.0,15.0,170.0,70.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,1.0,120.0,180.0
29000,2.0,15.0,168.3,53.0,1.0,3.0,2.0,1.0,3.0,3.0,2.0,1.0,180.0,180.0
29001,2.0,14.0,153.0,52.0,3.0,2.0,1.0,6.0,4.0,4.0,2.0,1.0,300.0,540.0
29002,1.0,14.0,171.1,58.6,2.0,3.0,2.0,6.0,3.0,5.0,1.0,1.0,0.0,390.0
29003,1.0,15.0,174.0,59.0,5.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,120.0,180.0
29004,1.0,14.0,177.0,53.0,4.0,3.0,2.0,4.0,3.0,2.0,1.0,1.0,120.0,180.0
29005,2.0,15.0,162.0,57.0,2.0,2.0,3.0,1.0,3.0,3.0,1.0,1.0,180.0,300.0
29006,2.0,14.0,160.0,48.9,4.0,2.0,2.0,5.0,3.0,3.0,1.0,1.0,180.0,300.0
29007,2.0,14.0,164.9,73.6,2.0,2.0,3.0,3.0,3.0,4.0,2.0,1.0,240.0,600.0
29008,1.0,15.0,163.0,51.0,4.0,2.0,2.0,6.0,2.0,5.0,1.0,1.0,10.0,10.0
29009,1.0,14.0,171.0,60.0,5.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,60.0,60.0
29010,2.0,15.0,168.0,60.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,1.0,120.0,180.0
29011,2.0,15.0,162.0,56.0,2.0,2.0,2.0,3.0,2.0,4.0,1.0,1.0,50.0,30.0
29012,1.0,14.0,163.0,55.0,5.0,3.0,2.0,6.0,3.0,3.0,1.0,1.0,120.0,240.0
29013,2.0,14.0,165.0,52.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,420.0,420.0
29014,1.0,14.0,177.0,70.0,4.0,2.0,1.0,5.0,3.0,2.0,1.0,1.0,180.0,180.0
29015,1.0,15.0,171.0,59.0,1.0,1.0,2.0,8.0,4.0,2.0,1.0,1.0,120.0,120.0
29016,1.0,15.0,170.0,48.0,2.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,240.0,300.0
29017,2.0,15.0,155.4,50.0,2.0,3.0,2.0,7.0,3.0,2.0,1.0,1.0,180.0,240.0
29018,2.0,15.0,161.0,53.0,3.0,2.0,2.0,6.0,2.0,4.0,2.0,1.0,180.0,240.0
29019,1.0,14.0,171.0,68.0,3.0,2.0,2.0,8.0,3.0,4.0,2.0,1.0,180.0,180.0
29020,1.0,14.0,172.2,70.4,4.0,1.0,1.0,5.0,4.0,3.0,1.0,1.0,80.0,0.0
